Company Name,Rating,Good Reviews,Bad Reviews,Salaries
L. V. Prasad Eye Institute,4.2,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,623
VSynergize Outsourcing,3.1,,"Job Security, Promotions / Appraisal, Company Culture",901
Chandigarh Group of Colleges,3.8,,"Promotions / Appraisal, Job Security, Work Satisfaction",839
Housejoy,4.2,"Work Life Balance, Company Culture, Work Satisfaction",,503
Cryoviva Biotech,3.4,,"Promotions / Appraisal, Company Culture, Work Satisfaction",613
Varite,3.4,,"Job Security, Promotions / Appraisal, Skill Development / Learning",1.2k
Toshiba,4.1,"Work Life Balance, Company Culture, Salary & Benefits",,1.2k
House of Hiranandani,4.6,"Company Culture, Work Life Balance, Work Satisfaction",,545
Organic India,4.3,"Work Life Balance, Company Culture, Work Satisfaction",,939
Meghmani Industries,3.5,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.2k
Allianz,4.4,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,1.7k
Net Solutions,3.8,Company Culture,"Salary & Benefits, Promotions / Appraisal",802
Ruloans,3.7,,Promotions / Appraisal,1.1k
Saint Gobain Sekurit India,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits",896
Diamond Beverages,3.0,,"Promotions / Appraisal, Company Culture, Salary & Benefits",760
Raj Petro Specialities,3.9,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",1k
Franco-Indian Pharmaceuticals,3.2,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",689
VERITY GLOBAL SOLUTIONS,3.5,,"Job Security, Promotions / Appraisal, Skill Development / Learning",1.3k
Plada Infotech Services,3.6,,"Promotions / Appraisal, Job Security, Company Culture",747
Toyotetsu India Auto Parts,3.9,Work Life Balance,"Promotions / Appraisal, Work Satisfaction",798
Madras Engineering Industries,3.8,,"Promotions / Appraisal, Company Culture",1.1k
Rittal,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",1k
SK E&C,4.4,"Skill Development / Learning, Work Satisfaction, Salary & Benefits",,489
Everllence,3.7,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.2k
Microchip Technology,3.8,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.9k
Simpson,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.2k
Puranik Builders,4.2,"Company Culture, Work Life Balance, Job Security",,1.1k
Clearpack,4.1,"Skill Development / Learning, Salary & Benefits, Company Culture",,1.1k
Sales India,4.1,"Company Culture, Work Life Balance, Work Satisfaction",,1.6k
IIFL Securities,3.8,Work Life Balance,Promotions / Appraisal,1.6k
Student Life,3.9,"Company Culture, Job Security, Skill Development / Learning",,567
Shri Bajrang Power & Ispat,3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",980
Kharafi National,4.3,"Work Satisfaction, Company Culture, Job Security",,320
Hofincons Infotech & Industrial Services,4.1,"Company Culture, Work Life Balance, Skill Development / Learning",,608
VGN Projects Estates,3.9,"Salary & Benefits, Work Life Balance, Skill Development / Learning",Job Security,690
Vasta Global,3.7,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.1k
Bizcrum Infotech,3.5,,"Job Security, Promotions / Appraisal, Skill Development / Learning",781
Emergys Labs,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.8k
Asian Heart Institute,4.0,"Skill Development / Learning, Salary & Benefits, Work Satisfaction",,433
Prabhat Dairy,3.7,,"Promotions / Appraisal, Job Security, Work Satisfaction",855
Dev Information Technology,3.5,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.1k
Amber,4.0,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,657
Smith+Nephew,4.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,1.4k
Mangalam Cement,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,899
Jindal India Thermal Power,3.8,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Company Culture",972
Amara Raja Power Systems,4.3,"Job Security, Company Culture, Work Life Balance",,934
Lucy Electric,3.9,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",1.1k
Health & Glow,3.7,Skill Development / Learning,Promotions / Appraisal,1.2k
Tokai Rubber Auto Parts India,3.3,,"Promotions / Appraisal, Job Security, Skill Development / Learning",929
Navata Road Transport,3.7,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",737
Kuwait Oil Company,4.3,"Salary & Benefits, Job Security, Company Culture",,744
Business for Social Responsibility,3.1,,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",520
Alembic,4.0,"Salary & Benefits, Work Life Balance",,801
Onkar Infotech,3.9,"Job Security, Work Life Balance","Promotions / Appraisal, Company Culture, Skill Development / Learning",699
Arun Excello,3.9,"Company Culture, Work Satisfaction",Promotions / Appraisal,947
Suminter India Organics,3.8,,"Promotions / Appraisal, Salary & Benefits, Job Security",825
Skylark Infra Engineering Private Limited,3.8,,"Promotions / Appraisal, Job Security",608
Bombay Stock Exchange,3.6,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.6k
Bravura Solutions,3.6,Work Life Balance,"Skill Development / Learning, Promotions / Appraisal, Job Security",1.2k
Cardinal Health,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,1.2k
Agilysys Technologies India,3.3,Salary & Benefits,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",2.6k
Sika,3.8,Salary & Benefits,"Promotions / Appraisal, Company Culture, Work Satisfaction",928
Terrier Security Services,4.2,"Salary & Benefits, Work Life Balance, Work Satisfaction",,640
Data Marshall,3.3,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.2k
Goodluck,3.7,,Promotions / Appraisal,870
Keller Ground Engineering,4.0,"Skill Development / Learning, Salary & Benefits, Company Culture",,741
Madhu Jayanti International,3.4,,"Promotions / Appraisal, Company Culture, Work Satisfaction",703
RGBSI,3.3,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",1.5k
Zamil Steel Buildings India,4.1,"Job Security, Work Life Balance, Company Culture",,1.1k
GyanSys Inc,2.7,,"Company Culture, Skill Development / Learning, Work Satisfaction",2.2k
The Sparks Foundation,4.2,"Work Life Balance, Skill Development / Learning, Company Culture",Salary & Benefits,325
Lloyds Technology Centre,3.6,Work Life Balance,"Promotions / Appraisal, Work Satisfaction",2.7k
SevenMentor,4.3,"Skill Development / Learning, Company Culture, Work Life Balance",,436
e-Procurement Technologies,3.2,,"Salary & Benefits, Job Security, Promotions / Appraisal",857
iVenus,4.2,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,379
Fresher Than Fresh,4.0,"Work Satisfaction, Company Culture, Work Life Balance",,385
Godawari Power & Ispat,4.3,"Work Life Balance, Job Security, Company Culture",,817
The Institute Of Chartered Accountants,3.3,,"Promotions / Appraisal, Company Culture, Job Security",1.3k
IndustryBuying.com,3.0,,"Promotions / Appraisal, Job Security, Company Culture",1.2k
Pacific Cyber Technology,3.5,,"Promotions / Appraisal, Company Culture, Job Security",870
YES SECURITIES,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.3k
Virgo Laminates,4.1,"Work Life Balance, Salary & Benefits, Company Culture",,712
Sophos Technologies,3.8,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning",1.8k
Kapture CX,3.4,,"Job Security, Promotions / Appraisal, Company Culture",807
Botree Software International,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.6k
National Petroleum Construction Company,4.4,"Work Satisfaction, Company Culture, Work Life Balance",,532
Klaus IT Solutions,3.6,,"Job Security, Promotions / Appraisal, Skill Development / Learning",1.3k
Battery Smart,3.3,,"Promotions / Appraisal, Job Security, Company Culture",832
Billabong High International School,3.6,,"Promotions / Appraisal, Salary & Benefits, Company Culture",744
Global Opportunities,3.9,"Work Life Balance, Company Culture, Work Satisfaction",,534
Sterling Hospitals,3.9,"Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",780
GMM Pfaudler,3.9,Work Life Balance,Promotions / Appraisal,1.3k
Perfios Software Solutions,3.6,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",2.4k
Netenrich Technologies,3.3,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.9k
Dalmia Bharat Sugar & Industries,4.1,"Job Security, Salary & Benefits, Company Culture",,810
Mahindra Defence Systems,4.0,"Work Life Balance, Job Security",Promotions / Appraisal,1.2k
Karanwal Capital,4.7,"Company Culture, Work Satisfaction, Job Security",,211
Interarch Building Product,3.9,"Job Security, Work Life Balance",Promotions / Appraisal,1k
Riddhi Corporate Services,3.9,Work Life Balance,"Promotions / Appraisal, Job Security",762
Muthoot Money,3.9,"Company Culture, Work Life Balance, Job Security",,681
Live Connections,3.8,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",867
Miraj Cinemas,3.8,,"Promotions / Appraisal, Job Security",549
Entero Healthcare Solutions,4.2,"Company Culture, Work Life Balance, Salary & Benefits",,938
Model N,4.5,"Company Culture, Work Life Balance, Work Satisfaction",,898
Hindustan Pencils,4.2,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,688
Rishabh Software,3.7,"Work Life Balance, Skill Development / Learning",,1.7k
Sanjeev Auto Parts Manufacturers,4.0,"Skill Development / Learning, Salary & Benefits, Company Culture",,736
Tractor Junction,4.0,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,439
Income Tax Department India,4.3,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,966
PERSOLKELLY,3.4,,"Promotions / Appraisal, Work Satisfaction, Job Security",1k
GeeksForGeeks,2.9,,"Job Security, Promotions / Appraisal, Work Satisfaction",1.1k
Chennai Petroleum Corporation,4.6,"Job Security, Skill Development / Learning, Work Satisfaction",,1k
Vision Express,3.9,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,555
Expertrons,3.8,"Skill Development / Learning, Company Culture, Salary & Benefits",,618
Deen Dayal Upadhyaya Grameen Kaushalya Yojana,4.0,"Skill Development / Learning, Work Life Balance, Company Culture","Job Security, Promotions / Appraisal",482
Central Tool Room & Training Centre,4.2,"Skill Development / Learning, Company Culture, Work Life Balance",,621
Sangam India,3.8,,"Promotions / Appraisal, Salary & Benefits, Company Culture",899
VISA Steel,3.3,,"Salary & Benefits, Promotions / Appraisal, Company Culture",826
Identifyplus Delivery Services,3.2,,"Job Security, Company Culture, Promotions / Appraisal",411
Starmark Software,3.3,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.5k
JWIL,4.1,"Salary & Benefits, Work Life Balance, Job Security",,904
National Securities Depository,3.3,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.8k
Mayfair Hotels & Resorts,4.3,"Job Security, Company Culture, Skill Development / Learning",,807
SkillRecruit,4.4,"Company Culture, Work Life Balance, Work Satisfaction",,332
Arkade Group,3.9,"Company Culture, Work Life Balance, Work Satisfaction",,294
KhataBook,3.6,,"Job Security, Promotions / Appraisal, Work Satisfaction",1.2k
Tatvasoft,3.4,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.6k
Triveni Turbines,3.6,Job Security,"Promotions / Appraisal, Company Culture, Work Life Balance",1.4k
SpanIdea,3.4,,"Job Security, Promotions / Appraisal, Work Satisfaction",1.6k
Envestnet Asset Management,4.1,"Work Life Balance, Job Security, Company Culture",Skill Development / Learning,1.7k
Q Way Technologies,2.8,,"Job Security, Promotions / Appraisal, Company Culture",1k
Amantya Technologies,3.9,"Skill Development / Learning, Salary & Benefits, Company Culture",,1.4k
Riviera Infraprojects,4.1,"Salary & Benefits, Work Life Balance, Skill Development / Learning",,677
Formidium Corp,2.8,,"Job Security, Promotions / Appraisal, Company Culture",1.2k
Net Access India,3.8,Job Security,Promotions / Appraisal,1.2k
Cogito Tech,2.5,,"Promotions / Appraisal, Company Culture, Job Security",696
Sila Solutions,3.8,,Promotions / Appraisal,739
Apollo Pipes,3.9,"Salary & Benefits, Work Life Balance",,869
Mfar Constructions,3.5,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",766
Tesseract Imaging,4.0,"Salary & Benefits, Skill Development / Learning, Work Satisfaction",,614
Filatex India,3.6,Job Security,"Company Culture, Promotions / Appraisal, Salary & Benefits",1.1k
Interocean Group,4.4,"Job Security, Work Life Balance, Work Satisfaction",,264
Smc Insurance Brokers,3.5,,"Promotions / Appraisal, Work Satisfaction, Company Culture",835
Kamineni Hospitals,4.1,"Work Life Balance, Skill Development / Learning, Company Culture",Promotions / Appraisal,758
Innova Captab,4.1,"Work Life Balance, Job Security, Salary & Benefits",,790
Moveinsync Technology Solutions,3.2,,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",1.4k
Capillary Technologies,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.9k
Upwork,4.3,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,1.5k
Health Prime Services (India),3.3,,"Promotions / Appraisal, Company Culture, Work Life Balance",892
Dataflow Group,3.0,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",1.1k
Carnival Cinemas,3.7,Work Life Balance,"Promotions / Appraisal, Job Security",773
ITW India,3.8,,Promotions / Appraisal,1.1k
Avontix,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture",780
Simar Infrastructures,3.7,,"Promotions / Appraisal, Company Culture, Salary & Benefits",792
iServeU,4.3,"Skill Development / Learning, Work Satisfaction, Promotions / Appraisal",,1k
SRM Institute of Science and Technology,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits",1.4k
Apollo 247,3.4,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.6k
Gen,4.0,"Work Life Balance, Salary & Benefits, Company Culture","Promotions / Appraisal, Job Security",1.7k
Covalent Laboratories,3.3,,"Promotions / Appraisal, Company Culture, Work Satisfaction",976
Radnik Exports,4.0,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal,776
Galpha Laboratories,3.6,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",723
Koyo Bearings India,4.0,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,760
Arvato,3.7,"Job Security, Company Culture","Salary & Benefits, Promotions / Appraisal",498
Javi Systems,3.5,,"Promotions / Appraisal, Job Security, Salary & Benefits",695
Vserve Ebusiness Solutions,4.2,"Work Satisfaction, Work Life Balance, Salary & Benefits",,697
Randstad Global Capability Center,3.6,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.5k
11:11 Systems,3.4,,"Job Security, Promotions / Appraisal, Skill Development / Learning",1.4k
Agappe Diagnostics,3.9,"Salary & Benefits, Skill Development / Learning",,734
Kaveri Seed Company,4.0,"Job Security, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",712
Optiemus Electronics,3.6,,"Job Security, Promotions / Appraisal, Company Culture",817
Fortune Park Hotels,4.0,"Company Culture, Work Life Balance, Job Security",,612
PIX Transmissions,3.8,"Salary & Benefits, Work Life Balance","Promotions / Appraisal, Job Security",872
Indiabulls Real Estate,4.3,"Work Life Balance, Company Culture, Work Satisfaction",,936
GlobusSoft,3.8,,"Promotions / Appraisal, Salary & Benefits",782
CLR Facility Services,3.7,,"Job Security, Promotions / Appraisal",810
Vara United,3.7,,"Promotions / Appraisal, Salary & Benefits, Company Culture",683
Allen Solly,3.9,"Company Culture, Skill Development / Learning",Promotions / Appraisal,538
SA Infrastructure Consultants,3.5,,"Promotions / Appraisal, Job Security, Salary & Benefits",779
Kanpur Plastipack,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",764
WorkIndia,3.0,,"Job Security, Promotions / Appraisal, Company Culture",1.3k
Arrise Bpo Solutions,3.5,,"Promotions / Appraisal, Job Security, Company Culture",689
Neudesic Technologies,4.1,"Skill Development / Learning, Salary & Benefits, Company Culture",,2.2k
Collman Services,3.8,Salary & Benefits,"Promotions / Appraisal, Job Security",739
Pharmaceutical job,4.2,"Job Security, Skill Development / Learning, Company Culture",,2k
FEV,3.4,,"Promotions / Appraisal, Work Satisfaction, Company Culture",1.6k
Turner Construction,4.0,"Company Culture, Work Life Balance, Job Security",,816
Barmalt Malting,3.9,"Work Life Balance, Job Security, Company Culture",,908
Chai Point,3.8,Work Life Balance,,1.2k
Indo German Tool Room,4.1,"Work Life Balance, Skill Development / Learning, Company Culture","Promotions / Appraisal, Job Security, Salary & Benefits",527
Niit Foundation,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,655
NBCC,4.0,"Company Culture, Skill Development / Learning, Work Satisfaction",Salary & Benefits,770
Casio India Company,3.4,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",874
Pinnacle Industries,3.5,,"Promotions / Appraisal, Job Security, Company Culture",1.1k
Shiva Pharmachem,3.7,Job Security,"Promotions / Appraisal, Company Culture",1.1k
Texas Review,4.1,"Work Life Balance, Skill Development / Learning, Work Satisfaction",,552
American Tower Corporation,3.9,"Work Life Balance, Work Satisfaction","Promotions / Appraisal, Skill Development / Learning",1.1k
Tirupati Group,4.1,"Company Culture, Job Security, Work Life Balance",,1k
IMSI,3.1,,"Promotions / Appraisal, Salary & Benefits, Company Culture",804
St. John's Medical College Hospital,4.1,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",650
Airblack,4.1,"Salary & Benefits, Company Culture, Work Satisfaction",,263
Annova Solutions,3.8,Work Life Balance,Promotions / Appraisal,784
CTM India Limited,3.4,Skill Development / Learning,"Company Culture, Promotions / Appraisal, Salary & Benefits",804
Maruti Ispat And Pipes,3.7,Salary & Benefits,"Company Culture, Job Security, Promotions / Appraisal",485
Jeena Sikho Lifecare,4.0,"Company Culture, Work Life Balance, Job Security",,654
HAL Offshore,4.2,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal,906
Indutch Composites Technology,3.6,,"Company Culture, Work Life Balance, Job Security",1.2k
Galva Decoparts,3.5,,"Promotions / Appraisal, Job Security, Company Culture",1.1k
MQSYS Technologies,3.6,,"Job Security, Promotions / Appraisal, Work Satisfaction",2.2k
Sanghvi Movers,4.3,"Company Culture, Work Life Balance, Work Satisfaction",,638
Vaidik Eduservices,3.1,,"Promotions / Appraisal, Job Security, Work Satisfaction",499
SUGAR Cosmetics,3.8,,"Job Security, Promotions / Appraisal",972
National Insurance Company,4.5,"Job Security, Company Culture, Work Life Balance",,566
Focus Energy,3.5,,"Salary & Benefits, Company Culture, Promotions / Appraisal",745
Verzeo,2.7,,"Job Security, Salary & Benefits, Work Satisfaction",402
NKC Projects,3.9,"Work Life Balance, Work Satisfaction",Promotions / Appraisal,995
Lenexis Foodworks,3.7,,"Work Satisfaction, Promotions / Appraisal, Company Culture",822
ICICI Merchant Service,3.3,,"Promotions / Appraisal, Job Security, Work Satisfaction",642
Credgenics,4.0,"Company Culture, Work Life Balance, Job Security",,1.3k
MUNDRA SOLAR TECHNOPARK,3.7,,"Promotions / Appraisal, Salary & Benefits",703
SUGAR Cosmetics,3.8,,"Job Security, Promotions / Appraisal",972
Ginger Hotels,4.0,"Job Security, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",726
Magnasoft Consulting India,3.4,,"Job Security, Promotions / Appraisal, Work Life Balance",962
Parle Elizabeth Tools,4.0,"Work Life Balance, Salary & Benefits, Job Security",,1k
Bread Financial,3.8,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal,1.6k
Xchanging,4.1,"Company Culture, Work Satisfaction, Work Life Balance","Promotions / Appraisal, Salary & Benefits",627
Neon Laboratories,4.2,"Work Life Balance, Job Security, Company Culture",,1.1k
Simpolo Vitrified,4.0,"Salary & Benefits, Job Security",Promotions / Appraisal,776
Antara Senior Care,3.3,,"Promotions / Appraisal, Work Satisfaction, Job Security",901
University of Petroleum & Energy Studies,3.8,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Job Security, Work Satisfaction",870
Harita Techserv,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.2k
Nagata India,3.9,"Skill Development / Learning, Job Security",,903
Corecard Software,3.8,Salary & Benefits,"Skill Development / Learning, Work Satisfaction, Job Security",1.4k
Pittie Group,3.0,,"Job Security, Promotions / Appraisal, Company Culture",977
Sears Holdings,2.9,,"Promotions / Appraisal, Job Security, Company Culture",1.4k
Manubhai Jewellers,4.7,"Company Culture, Work Life Balance, Work Satisfaction",,191
Crown Solutions,3.7,,"Job Security, Promotions / Appraisal, Skill Development / Learning",1.6k
Star Engineers India,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.3k
Asian Institute of Medical Sciences,4.0,"Work Life Balance, Company Culture, Work Satisfaction",,1.1k
Google Pay,3.6,Salary & Benefits,"Job Security, Work Satisfaction",1.2k
The BIM Engineers,4.3,"Work Life Balance, Job Security, Company Culture",,993
Balaji Enterprises,4.4,"Company Culture, Work Life Balance, Work Satisfaction",,1.3k
Vialto Partners,3.0,,"Promotions / Appraisal, Work Satisfaction, Job Security",1.4k
Weikfield Foods,3.3,,"Promotions / Appraisal, Job Security, Skill Development / Learning",772
PMEA Solar Tech Solutions,3.9,"Job Security, Company Culture, Work Life Balance",,1k
Shalimar Corp,4.3,"Work Life Balance, Company Culture, Salary & Benefits",,828
Marathon Realty,3.9,"Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",824
OASYS Cybernetics,3.2,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.3k
The New India Assurance Co.,4.4,"Work Life Balance, Company Culture, Work Satisfaction",,637
Jaipur National University,3.1,,"Company Culture, Work Satisfaction, Promotions / Appraisal",592
Rasna,3.3,,"Promotions / Appraisal, Company Culture, Work Satisfaction",589
QualiZeal,4.0,"Company Culture, Job Security, Skill Development / Learning",,604
Chandan Steel,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1k
Link Group,3.8,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1.4k
IVTL Infoview Technologies,3.5,Salary & Benefits,"Job Security, Promotions / Appraisal, Skill Development / Learning",1.6k
Accentuate Business Solutions,3.5,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",2.2k
TravelTriangle,3.5,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",953
Pearl Global Industries,3.7,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1k
Vakilsearch,3.2,,"Promotions / Appraisal, Company Culture, Work Life Balance",1.1k
Webtel Electrosoft,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1k
Linfox Logistics,4.1,"Work Life Balance, Company Culture, Work Satisfaction",,648
Autometers Alliance,4.4,"Work Life Balance, Job Security, Salary & Benefits",,934
Rajasthan Patrika,3.3,,"Job Security, Promotions / Appraisal, Skill Development / Learning",947
Leixir Dental Group,4.3,"Job Security, Company Culture, Work Life Balance",,632
Futurz Staffing Solutions,3.6,,"Promotions / Appraisal, Job Security, Salary & Benefits",804
Safran Engineering Services India,3.1,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.6k
Bekaert Industries,3.9,"Work Life Balance, Salary & Benefits, Company Culture","Job Security, Promotions / Appraisal",974
Azim Premji Foundation,3.7,Job Security,Promotions / Appraisal,723
Chakr Innovation,3.3,,"Job Security, Promotions / Appraisal, Work Satisfaction",900
Innoval Digital Solutions,4.7,"Work Life Balance, Company Culture, Job Security",,372
Caliber Technologies,3.2,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.5k
Ajay Industrial Corporation,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",787
Broker Network,2.4,,"Job Security, Promotions / Appraisal, Company Culture",974
Atibir Industries,3.3,,"Promotions / Appraisal, Company Culture, Salary & Benefits",612
Bombay Rayon Fashions,3.2,,"Promotions / Appraisal, Company Culture, Work Satisfaction",832
Sanoh,4.2,"Work Life Balance, Job Security, Company Culture",,876
Utkarsh Classes,4.1,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,404
Bull Machines,3.8,"Job Security, Salary & Benefits",,1.1k
Intuit,3.3,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction",2.7k
Infoesearch Ites,3.2,,"Promotions / Appraisal, Salary & Benefits, Job Security",628
Reecomps Teleservices,3.8,,Promotions / Appraisal,638
NCL BUILDTEK,3.6,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",868
VHS Consulting,3.8,Work Life Balance,"Job Security, Promotions / Appraisal",1.5k
Skechers,4.0,"Job Security, Company Culture, Work Life Balance",,758
National Small Industries Corporation,3.9,"Work Life Balance, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",560
BillDesk,3.2,Job Security,"Promotions / Appraisal, Skill Development / Learning, Company Culture",1.4k
Government of West Bengal,3.5,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",855
Fusion,3.2,,"Promotions / Appraisal, Job Security, Salary & Benefits",868
OneCard,3.5,,"Promotions / Appraisal, Work Satisfaction, Company Culture",1.2k
SRM Technologies Pvt.Ltd,3.5,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",2.1k
TP Western Odisha Distribution,3.5,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",798
Crest Data Systems,3.7,Salary & Benefits,"Job Security, Skill Development / Learning, Work Satisfaction",1.7k
Dish Infra Services,3.2,,"Job Security, Promotions / Appraisal, Skill Development / Learning",602
JAY JAY MILLS,4.1,"Job Security, Work Life Balance, Salary & Benefits",Promotions / Appraisal,747
Trivitron Healthcare,3.4,,"Promotions / Appraisal, Job Security, Work Satisfaction",1.1k
Jaypee Hotels,3.8,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",659
Bihar Foundry and Castings Limited,4.4,"Salary & Benefits, Company Culture, Work Life Balance",,304
SLAP,3.8,,"Promotions / Appraisal, Work Satisfaction, Job Security",832
Kapston Services,4.0,"Work Life Balance, Work Satisfaction, Salary & Benefits",,851
Omprime Technology Private Limited,4.0,"Company Culture, Work Life Balance, Work Satisfaction",,275
M.J Global,3.9,"Salary & Benefits, Work Life Balance, Work Satisfaction",,287
Naprod Life Sciences,3.5,,"Job Security, Promotions / Appraisal, Work Satisfaction",1k
Jitm Skills,3.3,,"Promotions / Appraisal, Job Security, Company Culture",631
S Chand Group,4.1,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Skill Development / Learning",847
ABCD,4.0,"Company Culture, Work Life Balance, Job Security",,5.2k
Ammann Apollo,4.0,"Work Life Balance, Job Security, Salary & Benefits",,950
Red Bull,4.0,"Company Culture, Salary & Benefits, Work Life Balance",Promotions / Appraisal,771
Lentra AI,2.9,,"Work Life Balance, Company Culture, Job Security",1.9k
SMS Pharmaceuticals,3.2,,"Promotions / Appraisal, Company Culture, Salary & Benefits",780
Prompt Personnel,3.9,"Company Culture, Work Life Balance",Promotions / Appraisal,769
Parason Machinery,3.4,,"Job Security, Promotions / Appraisal, Work Satisfaction",1.2k
Radius Global Solutions,2.8,,"Promotions / Appraisal, Company Culture, Work Satisfaction",970
Touchstone Educationals,3.4,,"Promotions / Appraisal, Job Security, Work Life Balance",507
Regalo Kitchens,3.7,"Salary & Benefits, Skill Development / Learning",Job Security,500
Ratna Sagar,3.9,"Work Life Balance, Job Security, Salary & Benefits",Promotions / Appraisal,726
Save the Children,4.4,"Company Culture, Work Life Balance, Work Satisfaction","Job Security, Promotions / Appraisal",684
Aachi Foods,4.1,"Job Security, Work Life Balance, Work Satisfaction",,893
Regalo Kitchens,3.7,"Salary & Benefits, Skill Development / Learning",Job Security,500
