Company Name,Rating,Good Reviews,Bad Reviews,Salaries
Touchstone Educationals,3.4,,"Promotions / Appraisal, Job Security, Work Life Balance",507
Kwality Pharmaceuticals,3.8,,Company Culture,875
RASI SEEDS,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,718
Ratna Sagar,3.9,"Work Life Balance, Job Security, Salary & Benefits",Promotions / Appraisal,726
Radius Global Solutions,2.8,,"Promotions / Appraisal, Company Culture, Work Satisfaction",970
Parason Machinery,3.4,,"Job Security, Promotions / Appraisal, Work Satisfaction",1.2k
EVIO,3.9,Job Security,Promotions / Appraisal,745
HMSHost,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",597
ILS Hospitals,3.6,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",621
Excelra Knowledge Solutions,3.5,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",928
ITI Finance,4.1,"Work Life Balance, Company Culture, Work Satisfaction",,478
Reliance Home Finance,4.5,"Company Culture, Work Life Balance, Work Satisfaction",,481
Pontika Aerotech,3.7,,Work Satisfaction,752
Box8,3.5,,"Company Culture, Work Life Balance, Work Satisfaction",816
AT&S,3.8,Work Life Balance,"Promotions / Appraisal, Job Security",1.2k
Agiliad,3.3,,"Promotions / Appraisal, Salary & Benefits, Job Security",1.7k
Vinove Software & Services,3.3,,"Job Security, Promotions / Appraisal, Salary & Benefits",755
Premier Indoplast,4.0,"Work Life Balance, Skill Development / Learning, Salary & Benefits",,703
HMSHost,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",597
Excelra Knowledge Solutions,3.5,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",928
Pontika Aerotech,3.7,,Work Satisfaction,752
Reliance Home Finance,4.5,"Company Culture, Work Life Balance, Work Satisfaction",,481
Box8,3.5,,"Company Culture, Work Life Balance, Work Satisfaction",816
Renata Precision Components,3.5,,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",1.1k
Vantive,4.5,"Company Culture, Work Life Balance, Work Satisfaction",,223
Concentrix Catalyst,3.1,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",2.4k
Zydus Hospira Oncology,4.2,"Job Security, Work Life Balance, Company Culture",,701
Ceragon Networks,3.8,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Job Security",817
Games24x7,3.8,"Salary & Benefits, Company Culture","Job Security, Promotions / Appraisal",1.7k
Tecnotree Convergence,3.1,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.7k
ION Group,2.8,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.6k
Shorthills AI,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",499
Reliance Money,4.3,"Work Life Balance, Company Culture, Work Satisfaction",,803
CPM International,3.9,"Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning",445
Gold's Gym,4.0,"Work Life Balance, Company Culture, Skill Development / Learning",Job Security,650
State Bank Operations Support Services,3.4,,"Promotions / Appraisal, Job Security, Salary & Benefits",342
Radio Mirchi,3.4,,"Promotions / Appraisal, Job Security, Salary & Benefits",1.1k
Radio Mirchi,3.4,,"Promotions / Appraisal, Job Security, Salary & Benefits",1.1k
Zydus Hospira Oncology,4.2,"Job Security, Work Life Balance, Company Culture",,701
Ceragon Networks,3.8,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Job Security",817
Virohan,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",,629
Gold's Gym,4.0,"Work Life Balance, Company Culture, Skill Development / Learning",Job Security,650
LUX Industries,3.6,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",983
La Renon Healthcare,4.2,"Salary & Benefits, Company Culture, Work Life Balance",,637
Sonovision-Aetos,3.5,,"Job Security, Promotions / Appraisal, Salary & Benefits",1k
Spectrum Consultants,2.4,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",972
Niwas Housing Finance,4.0,"Salary & Benefits, Company Culture, Work Life Balance",,635
ION Group,2.8,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.6k
Shorthills AI,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",499
MT Educare,2.9,,"Salary & Benefits, Promotions / Appraisal, Company Culture",726
Vcare Call Center,3.6,,"Job Security, Promotions / Appraisal",551
iD Fresh Food,4.2,"Job Security, Company Culture, Skill Development / Learning",,665
Essel Group,4.2,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,1k
AABSyS IT,3.3,,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",955
Sami-Sabinsa Group,3.1,,"Promotions / Appraisal, Company Culture, Salary & Benefits",1.1k
Neolite Zkw Lightings,3.8,Job Security,,888
Biotique,3.1,,"Promotions / Appraisal, Company Culture, Work Satisfaction",714
Sugam Parivahan,4.2,"Work Life Balance, Company Culture, Job Security",,702
Zota Health Care,3.6,,Promotions / Appraisal,789
American Oncology Institute,4.2,"Company Culture, Skill Development / Learning, Work Life Balance",,928
INFOSEC VENTURES,3.2,,"Promotions / Appraisal, Company Culture, Work Life Balance",406
"Sanjay Ghodawat International School, Kolhapur",3.7,Skill Development / Learning,,444
Grazitti Interactive,3.1,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",1.9k
Evonith Value Steels,4.2,"Job Security, Skill Development / Learning, Company Culture",,632
Ivy Hospital,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",753
Verifacts Services,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture",737
Kobelco Construction Equipment India,4.3,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,980
Beumer Group,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,924
BluSmart,3.9,"Salary & Benefits, Work Life Balance, Skill Development / Learning",Job Security,906
Andhra Paper,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",1k
Finorchem Limited,3.8,,"Job Security, Promotions / Appraisal",795
Brij Gopal Construction Company,3.8,Work Life Balance,Promotions / Appraisal,765
CP Plus,3.9,Work Life Balance,Promotions / Appraisal,644
Ritz-Carlton,4.0,"Company Culture, Job Security, Skill Development / Learning",,555
FarEye,3.2,,"Job Security, Promotions / Appraisal, Work Satisfaction",1.6k
Linc,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",902
Affluent Global Services,2.9,,"Job Security, Promotions / Appraisal, Skill Development / Learning",1.2k
Informatica Business Solutions,3.8,"Work Life Balance, Company Culture","Job Security, Promotions / Appraisal, Work Satisfaction",2k
Forvia,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.2k
Genzeon (India) Private Limited,3.9,"Work Life Balance, Company Culture, Skill Development / Learning",,805
Akkodis,3.1,,"Job Security, Promotions / Appraisal, Skill Development / Learning",1.2k
Nordex India,3.9,Work Life Balance,Promotions / Appraisal,1.1k
CompuGroup Medical,3.3,,"Promotions / Appraisal, Company Culture, Work Satisfaction",873
Coffee Day,3.1,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1k
Sears IT & Management Services India,3.1,,"Job Security, Promotions / Appraisal, Skill Development / Learning",1.3k
Ritu Kumar,4.1,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,821
Om Innovation Call Services,3.6,Job Security,"Salary & Benefits, Promotions / Appraisal",750
Nuance Communications,4.1,"Salary & Benefits, Company Culture, Work Life Balance",,1.4k
WEG,4.1,"Skill Development / Learning, Company Culture, Work Satisfaction",Promotions / Appraisal,1.2k
The Indian Express,4.0,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.2k
Centaur Billing,3.9,"Work Satisfaction, Skill Development / Learning, Company Culture",,306
Geetanjali Medical College and Hospital,4.2,"Work Life Balance, Company Culture, Work Satisfaction",,697
Impressico Business Solutions,4.5,"Company Culture, Work Life Balance, Skill Development / Learning",,991
La-Gajjar Machineries,4.3,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,687
Uniinfo Telecom Services,3.7,,Promotions / Appraisal,500
bebo Technologies,3.4,,"Job Security, Promotions / Appraisal, Skill Development / Learning",1.3k
Kriti Industries,3.6,,"Promotions / Appraisal, Job Security, Company Culture",685
Successive Technologies,3.9,"Work Life Balance, Salary & Benefits",,2k
GLA University,3.6,,"Promotions / Appraisal, Work Satisfaction, Company Culture",817
Tide - Business Management Platform,3.7,Salary & Benefits,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.3k
Pure & Cure Healthcare,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,657
Gem Engserv,4.0,"Salary & Benefits, Company Culture, Work Life Balance",Job Security,895
Dhandhania Infotech,3.2,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",1.1k
Umedica Laboratories,3.6,,"Promotions / Appraisal, Salary & Benefits",1.1k
Infosearch BPO Services,4.2,"Job Security, Work Satisfaction, Company Culture",,481
Archwell Operations,3.5,,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.3k
Flexituff Ventures International,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture",810
Albert David,3.5,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",572
Innoplexus,4.0,"Work Life Balance, Company Culture, Skill Development / Learning",,611
Aditya Birla Money,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,725
Maral Overseas,3.7,,"Promotions / Appraisal, Salary & Benefits",822
Med Manor Organics,3.5,,"Job Security, Promotions / Appraisal, Salary & Benefits",648
APM Terminals,4.4,"Work Life Balance, Company Culture, Work Satisfaction",,773
NIELIT,4.1,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal,666
Travelex,3.4,,"Promotions / Appraisal, Job Security, Work Satisfaction",1.3k
Verifone,3.1,,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.6k
LinkedIn,4.0,"Salary & Benefits, Work Life Balance, Company Culture","Job Security, Promotions / Appraisal",2.2k
Albert David,3.5,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",572
Archwell Operations,3.5,,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.3k
Oasis Partners Asia,3.9,,"Promotions / Appraisal, Job Security, Salary & Benefits",721
Flexituff Ventures International,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture",810
Travelex,3.4,,"Promotions / Appraisal, Job Security, Work Satisfaction",1.3k
Aditya Birla Money,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,725
Maral Overseas,3.7,,"Promotions / Appraisal, Salary & Benefits",822
Grb Dairy Foods,3.6,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",952
Reliance Smart Bazaar,4.0,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,538
Augtech Nextwealth,3.8,Company Culture,"Salary & Benefits, Promotions / Appraisal, Job Security",383
B4S Solutions,4.1,"Company Culture, Work Life Balance, Work Satisfaction",,658
Q3 Technologies,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",1.6k
Olympus,3.8,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning",995
WPIL,3.4,,"Skill Development / Learning, Company Culture, Work Satisfaction",832
Charak Pharma,3.6,Work Life Balance,"Promotions / Appraisal, Job Security",737
Sneha Farms,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,815
Promea Therapeutics,4.1,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,485
Bazar India,3.8,,"Promotions / Appraisal, Salary & Benefits",469
Narmada Bio Chem,4.8,"Company Culture, Work Life Balance, Work Satisfaction",,263
Sand Martin Consultants,2.9,,"Company Culture, Promotions / Appraisal, Work Satisfaction",872
KPC Projects,3.9,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,833
Precision Group,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture",1.5k
WPIL,3.4,,"Skill Development / Learning, Company Culture, Work Satisfaction",832
Charak Pharma,3.6,Work Life Balance,"Promotions / Appraisal, Job Security",737
Sneha Farms,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,815
Bo International,4.1,"Work Life Balance, Company Culture, Work Satisfaction",,439
Promea Therapeutics,4.1,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,485
Z1 Tech,4.2,"Company Culture, Salary & Benefits, Work Life Balance",,394
Globus Stores,3.7,,Promotions / Appraisal,620
Orchid Chemicals & Pharmaceuticals,4.1,"Job Security, Skill Development / Learning, Work Satisfaction",Salary & Benefits,515
Hicare Services,3.9,,Promotions / Appraisal,849
Pha India,4.0,"Work Satisfaction, Job Security","Promotions / Appraisal, Salary & Benefits",772
Lifelong India,3.9,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",925
ExpertCallers,3.5,,"Promotions / Appraisal, Salary & Benefits, Job Security",859
Religare Finvest,4.3,"Company Culture, Work Life Balance, Work Satisfaction",,524
State Street Global Advisors,3.7,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",2.2k
Mehin,3.9,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,569
Eversana,3.3,,"Promotions / Appraisal, Company Culture, Skill Development / Learning",1.6k
JPM Group,3.8,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",1.1k
Rolta India,3.0,,"Job Security, Company Culture, Work Satisfaction",880
Kalyani Maxion Wheels,4.1,"Job Security, Work Life Balance",Promotions / Appraisal,1k
TRF,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",872
Nuberg Engineering,3.7,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",989
CGM ARIA Health Services,3.7,Work Life Balance,Promotions / Appraisal,465
Pearl Precision Products,3.9,"Company Culture, Salary & Benefits",Promotions / Appraisal,656
VRC Constructions India,3.8,,Promotions / Appraisal,687
Veltris,3.7,Work Life Balance,"Promotions / Appraisal, Job Security",1.1k
Hyva,3.8,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning",1k
Lubi Industries Llp,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,945
D'Decor Home Fabrics,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,1.3k
AGILE AIRPORT SERVICES,3.8,Salary & Benefits,Promotions / Appraisal,424
Jakson Green,4.4,"Job Security, Salary & Benefits, Company Culture",,448
Milk Mantra Dairy,3.7,,Promotions / Appraisal,812
Teerthanker Mahaveer University,3.3,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",671
S&IB Services,3.9,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,753
Preethi Kitchen Appliances,3.9,"Salary & Benefits, Work Life Balance",Promotions / Appraisal,667
Resonance Eduventures,3.8,"Work Life Balance, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Job Security",694
BPL Medical Technologies,3.6,,"Promotions / Appraisal, Work Satisfaction, Company Culture",940
Elevate Services,3.2,,"Promotions / Appraisal, Job Security, Skill Development / Learning",1.1k
Essae Digitronics,4.1,"Company Culture, Work Life Balance, Skill Development / Learning",,786
Adani Airport Holdings,3.0,,"Promotions / Appraisal, Company Culture, Work Satisfaction",932
ICPA Health Products,3.2,,"Promotions / Appraisal, Salary & Benefits, Company Culture",650
Sutlej Textiles and Industries,3.8,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",872
Resonance Eduventures,3.8,"Work Life Balance, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Job Security",694
